,Nome Responsável,Tipo de Medicao,Latitude,Longitude,Municipio,UF,Valor Medio,% do Limite,Número Estação,Operadora,ErbLat,ErbLong,Tecs,Time,Distancia,Power,Gain,Tx_Height,Rx_Height,Frequency
14897,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34481,-48.91764,Anápolis,GO,0.45,0.03,695436830,Claro,-16.3450138888889,-48.9181027777778,2G 3G 4G,2016-01-05 20:30:00,54.3,30.0,5.0,50.0,2.0,800
14898,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.34544,-48.91825,Anápolis,GO,0.61,0.05,695436830,Claro,-16.3450138888889,-48.9181027777778,2G 3G 4G,2016-01-05 20:30:00,49.9,30.0,5.0,50.0,2.0,800
14913,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30247,-48.9455,Anápolis,GO,0.38,0.02,693005238,Claro,-16.3025083333333,-48.9454916666667,2G 3G 4G,2016-01-05 20:45:00,4.4,30.0,4.98,50.0,2.0,801
14914,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30222,-48.94622,Anápolis,GO,0.35,0.02,693005238,Claro,-16.3025083333333,-48.9454916666667,2G 3G 4G,2016-01-05 20:45:00,84.1,30.0,4.98,50.0,2.0,801
14915,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30286,-48.94633,Anápolis,GO,0.32,0.01,693005238,Claro,-16.3025083333333,-48.9454916666667,2G 3G 4G,2016-01-05 20:45:00,97.6,30.0,4.98,50.0,2.0,801
14916,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30244,-48.94508,Anápolis,GO,0.49,0.03,693005238,Claro,-16.3025083333333,-48.9454916666667,2G 3G 4G,2016-01-05 20:45:00,44.6,30.0,4.98,50.0,2.0,801
14917,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28172,-48.96681,Anápolis,GO,0.27,0.01,693119446,Claro,-16.2818222222222,-48.9670111111111,2G 3G 4G,2016-01-05 20:45:00,24.3,30.0,4.92,50.1,2.1,801
14918,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28145,-48.96634,Anápolis,GO,0.25,0.01,693119446,Claro,-16.2818222222222,-48.9670111111111,2G 3G 4G,2016-01-05 20:45:00,82.7,30.0,4.92,50.1,2.1,801
14919,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28128,-48.96757,Anápolis,GO,0.3,0.01,693119446,Claro,-16.2818222222222,-48.9670111111111,2G 3G 4G,2016-01-05 20:45:00,84.8,30.0,4.92,50.1,2.1,801
14920,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28239,-48.96656,Anápolis,GO,0.21,0.01,693119446,Claro,-16.2818222222222,-48.9670111111111,2G 3G 4G,2016-01-05 20:45:00,79.4,30.0,4.92,50.1,2.1,801
14932,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.27517,-48.93537,Anápolis,GO,0.18,0.0,695210602,Claro,-16.2739666666667,-48.9359027777778,2G 3G 4G,2016-01-05 20:45:00,145.4,30.0,5.0,49.8,1.9,800
14933,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.27558,-48.93583,Anápolis,GO,1.21,0.19,695210602,Claro,-16.2739666666667,-48.9359027777778,2G 3G 4G,2016-01-05 20:45:00,179.6,30.0,5.0,49.8,1.9,800
14934,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.27461,-48.93522,Anápolis,GO,1.09,0.15,695210602,Claro,-16.2739666666667,-48.9359027777778,2G 3G 4G,2016-01-05 20:45:00,102.1,30.0,5.0,49.8,1.9,800
14935,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.2755,-48.93486,Anápolis,GO,0.28,0.01,695210602,Claro,-16.2739666666667,-48.9359027777778,2G 3G 4G,2016-01-05 20:45:00,203.6,30.0,5.0,49.8,1.9,800
14944,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.286,-48.92339,Anápolis,GO,0.3,0.01,692518959,Claro,-16.2859,-48.9234805555555,2G 3G 4G,2016-01-05 21:00:00,14.7,30.0,5.0,50.0,2.0,800
14945,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28594,-48.92403,Anápolis,GO,0.31,0.01,692518959,Claro,-16.2859,-48.9234805555555,2G 3G 4G,2016-01-05 21:00:00,58.8,30.0,5.0,50.0,2.0,800
14946,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.28569,-48.92272,Anápolis,GO,0.34,0.01,692518959,Claro,-16.2859,-48.9234805555555,2G 3G 4G,2016-01-05 21:00:00,84.5,30.0,5.0,50.0,2.0,800
14947,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.285,-48.92333,Anápolis,GO,0.17,0.0,692518959,Claro,-16.2859,-48.9234805555555,2G 3G 4G,2016-01-05 21:00:00,101.4,30.0,5.0,50.0,2.0,800
62157,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40486,-48.97719,Anápolis,GO,0.49,0.03,683504274,TIM,-16.40475,-48.9769166666667,2G 3G 4G,2016-01-21 11:00:00,31.6,30.0,5.0,50.0,2.0,801
62158,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40406,-48.97858,Anápolis,GO,0.52,0.03,683504274,TIM,-16.40475,-48.9769166666667,2G 3G 4G,2016-01-21 11:00:00,193.3,30.0,5.0,50.0,2.0,801
62159,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.403,-48.97633,Anápolis,GO,0.84,0.09,683504274,TIM,-16.40475,-48.9769166666667,2G 3G 4G,2016-01-21 11:00:00,204.4,30.0,5.0,50.0,2.0,801
62160,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40625,-48.97744,Anápolis,GO,0.27,0.01,683504274,TIM,-16.40475,-48.9769166666667,2G 3G 4G,2016-01-21 11:00:00,175.9,30.0,5.0,50.0,2.0,801
62161,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.38269,-48.9613,Anápolis,GO,0.66,0.06,683504215,TIM,-16.382556,-48.961111,2G 3G 4G,2016-01-21 11:00:00,25.1,30.0,4.91,50.1,2.1,801
62162,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.38383,-48.96211,Anápolis,GO,0.88,0.1,683504215,TIM,-16.382556,-48.961111,2G 3G 4G,2016-01-21 11:00:00,177.3,30.0,4.91,50.1,2.1,801
62163,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.38178,-48.96231,Anápolis,GO,0.78,0.08,683504215,TIM,-16.382556,-48.961111,2G 3G 4G,2016-01-21 11:00:00,154.3,30.0,4.91,50.1,2.1,801
62164,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.38228,-48.95967,Anápolis,GO,0.98,0.12,683504215,TIM,-16.382556,-48.961111,2G 3G 4G,2016-01-21 11:00:00,156.8,30.0,4.91,50.1,2.1,801
62175,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.36205,-48.98661,Anápolis,GO,0.44,0.02,684761033,TIM,-16.362028,-48.986444,2G 3G 4G,2016-01-21 11:15:00,17.9,30.0,5.0,50.0,2.0,800
62176,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.36328,-48.98714,Anápolis,GO,0.56,0.04,684761033,TIM,-16.362028,-48.986444,2G 3G 4G,2016-01-21 11:15:00,157.8,30.0,5.0,50.0,2.0,800
62177,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.361,-48.98539,Anápolis,GO,0.36,0.02,684761033,TIM,-16.362028,-48.986444,2G 3G 4G,2016-01-21 11:15:00,160.4,30.0,5.0,50.0,2.0,800
62178,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.36128,-48.98775,Anápolis,GO,0.43,0.02,684761033,TIM,-16.362028,-48.986444,2G 3G 4G,2016-01-21 11:15:00,162.3,30.0,5.0,50.0,2.0,800
62195,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32761,-48.9622,Anápolis,GO,0.62,0.05,684656809,TIM,-16.327667,-48.962056,2G 3G 4G,2016-01-21 11:15:00,16.6,30.0,5.0,50.0,2.0,800
62196,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32803,-48.9635,Anápolis,GO,0.61,0.05,684656809,TIM,-16.327667,-48.962056,2G 3G 4G,2016-01-21 11:15:00,159.3,30.0,5.0,50.0,2.0,800
62197,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32819,-48.96069,Anápolis,GO,0.62,0.05,684656809,TIM,-16.327667,-48.962056,2G 3G 4G,2016-01-21 11:15:00,156.9,30.0,5.0,50.0,2.0,800
62198,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32617,-48.96213,Anápolis,GO,0.47,0.03,684656809,TIM,-16.327667,-48.962056,2G 3G 4G,2016-01-21 11:15:00,166.6,30.0,5.0,50.0,2.0,800
62213,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32782,-48.95406,Anápolis,GO,0.3,0.01,674657802,TIM,-16.327861,-48.954306,2G 3G 4G,2016-01-21 11:30:00,26.6,30.0,4.98,49.9,1.8,800
62214,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32922,-48.95408,Anápolis,GO,0.34,0.01,674657802,TIM,-16.327861,-48.954306,2G 3G 4G,2016-01-21 11:30:00,153.0,30.0,4.98,49.9,1.8,800
62215,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32644,-48.95414,Anápolis,GO,0.41,0.02,674657802,TIM,-16.327861,-48.954306,2G 3G 4G,2016-01-21 11:30:00,159.0,30.0,4.98,49.9,1.8,800
62216,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32775,-48.95592,Anápolis,GO,0.47,0.03,674657802,TIM,-16.327861,-48.954306,2G 3G 4G,2016-01-21 11:30:00,172.7,30.0,4.98,49.9,1.8,800
62217,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30873,-48.96051,Anápolis,GO,0.99,0.13,689353960,TIM,-16.3095555555556,-48.9611111111111,2G 3G 4G,2016-01-21 11:30:00,112.0,30.1,5.1,50.2,2.0,801
62218,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30708,-48.96117,Anápolis,GO,1.5,0.29,689353960,TIM,-16.3095555555556,-48.9611111111111,2G 3G 4G,2016-01-21 11:30:00,275.3,30.1,5.1,50.2,2.0,801
62219,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31006,-48.95961,Anápolis,GO,1.25,0.2,689353960,TIM,-16.3095555555556,-48.9611111111111,2G 3G 4G,2016-01-21 11:30:00,169.7,30.1,5.1,50.2,2.0,801
62220,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30933,-48.96206,Anápolis,GO,1.19,0.18,689353960,TIM,-16.3095555555556,-48.9611111111111,2G 3G 4G,2016-01-21 11:30:00,104.3,30.1,5.1,50.2,2.0,801
62225,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31062,-48.90294,Anápolis,GO,0.65,0.05,684761114,TIM,-16.310472,-48.902528,2G 3G 4G,2016-01-21 11:30:00,46.9,31.2,6.38,44.9,2.1,801
62226,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.30926,-48.90253,Anápolis,GO,1.59,0.32,684761114,TIM,-16.310472,-48.902528,2G 3G 4G,2016-01-21 11:30:00,134.8,31.2,6.38,44.9,2.1,801
62227,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31097,-48.90447,Anápolis,GO,1.05,0.14,684761114,TIM,-16.310472,-48.902528,2G 3G 4G,2016-01-21 11:30:00,214.5,31.2,6.38,44.9,2.1,801
62228,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.31212,-48.90208,Anápolis,GO,1.39,0.25,684761114,TIM,-16.310472,-48.902528,2G 3G 4G,2016-01-21 11:30:00,189.4,31.2,6.38,44.9,2.1,801
62401,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.29465,-48.97158,Anápolis,GO,5.21,3.46,674657810,TIM,-16.2947777777778,-48.9716388888889,2G 3G 4G,2016-01-21 13:00:00,15.5,42.5,7.08,53.9,2.0,817
62402,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.2954,-48.96989,Anápolis,GO,1.8,0.41,674657810,TIM,-16.2947777777778,-48.9716388888889,2G 3G 4G,2016-01-21 13:00:00,199.1,42.5,7.08,53.9,2.0,817
62403,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.29312,-48.97264,Anápolis,GO,1.61,0.33,674657810,TIM,-16.2947777777778,-48.9716388888889,2G 3G 4G,2016-01-21 13:00:00,213.1,42.5,7.08,53.9,2.0,817
62404,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.29294,-48.97047,Anápolis,GO,0.8,0.08,674657810,TIM,-16.2947777777778,-48.9716388888889,2G 3G 4G,2016-01-21 13:00:00,239.4,42.5,7.08,53.9,2.0,817
62531,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32804,-48.92437,Anápolis,GO,0.8,0.08,683232142,TIM,-16.327861,-48.924278,2G 3G 4G,2016-01-21 14:00:00,22.2,42.5,9.98,40.3,1.9,879
62532,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32597,-48.92428,Anápolis,GO,0.95,0.12,683232142,TIM,-16.327861,-48.924278,2G 3G 4G,2016-01-21 14:00:00,210.3,42.5,9.98,40.3,1.9,879
62533,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32967,-48.92489,Anápolis,GO,0.99,0.13,683232142,TIM,-16.327861,-48.924278,2G 3G 4G,2016-01-21 14:00:00,211.5,42.5,9.98,40.3,1.9,879
62534,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.32828,-48.92267,Anápolis,GO,1.19,0.18,683232142,TIM,-16.327861,-48.924278,2G 3G 4G,2016-01-21 14:00:00,177.8,42.5,9.98,40.3,1.9,879
67642,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.37843,-48.98293,Anápolis,GO,1.28,0.21,1004223711,Claro,-16.3785555555556,-48.9830277777778,3G 4G,2016-01-23 07:30:00,17.4,30.0,5.01,50.0,2.0,801
67643,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.37933,-48.98193,Anápolis,GO,1.54,0.3,1004223711,Claro,-16.3785555555556,-48.9830277777778,3G 4G,2016-01-23 07:30:00,145.4,30.0,5.01,50.0,2.0,801
67644,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.37711,-48.98584,Anápolis,GO,3.0,1.15,1004223711,Claro,-16.3785555555556,-48.9830277777778,3G 4G,2016-01-23 07:30:00,340.4,30.0,5.01,50.0,2.0,801
67645,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.37602,-48.98393,Anápolis,GO,0.67,0.06,1004223711,Claro,-16.3785555555556,-48.9830277777778,3G 4G,2016-01-23 07:30:00,297.9,30.0,5.01,50.0,2.0,801
67662,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.38276,-48.96109,Anápolis,GO,1.49,0.28,698146425,Claro,-16.3826777777778,-48.9610833333333,2G 3G 4G,2016-01-23 07:30:00,9.2,29.8,4.4,50.3,2.1,801
67663,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.38472,-48.96222,Anápolis,GO,0.5,0.03,698146425,Claro,-16.3826777777778,-48.9610833333333,2G 3G 4G,2016-01-23 07:45:00,257.4,29.8,4.4,50.3,2.1,801
67664,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.38056,-48.96222,Anápolis,GO,0.74,0.07,698146425,Claro,-16.3826777777778,-48.9610833333333,2G 3G 4G,2016-01-23 07:45:00,264.9,29.8,4.4,50.3,2.1,801
67665,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.38139,-48.95806,Anápolis,GO,1.44,0.26,698146425,Claro,-16.3826777777778,-48.9610833333333,2G 3G 4G,2016-01-23 07:45:00,352.9,29.8,4.4,50.3,2.1,801
67687,Associação Brasileira de Compatibilidade Eletromagnética - ABRICEM,Faixa Larga,-16.40694,-48.94194,Anápolis,GO,0.6,0.05,1000718635,Claro,-16.4069444444444,-48.9419444444444,3G 4G,2016-01-23 07:45:00,0.7,30.0,4.99,50.0,2.0,801
